SAMPLE_NAME,PI_LAST_NAME,PI_FIRST_NAME,ORGANISM,STRAIN,EXP_DATE,EXP_GROWTH_MEDIUM,EXP_MODIF_GROWTH,EXP_TEMPERATURE,EXP_SALINITY,EXP_PH,EXP_LIGHT,EXP_DAY_PORTION_OF_DAY,EXP_NIGHT_PORTION_OF_DAY,EXP_NITRATE,EXP_AMMONIUM,EXP_PHOSPHATE,EXP_SILICATE,EXP_DISSOLVED_OXYGEN,EXP_TOTAL_FE,EXP_DOC,EXP_LIST_AA_AND_CONCENTRATIONS,EXP_TRACE_ELEMENTS_TOTAL,EXP_CO2_PPM,EXP_UREA,EXP_PREY_ORGANISM,ENV_LATITUDE,ENV_LONGITUDE,ENV_DEPTH,ENV_ELEVATION,ENV_SALINITY,ENV_TEMPERATURE,ENV_PH,ENV_COLLECTION_DATE,ENV_COLLECTION_TIME,GEO_LOC_NAME,BIOME,HABITAT_DESCRIPTION,CAMERA_SAMPLE_ACC,CLONAL,AXENIC
MMETSP0961,Collier,Jackie,Aurantiochytrium limacinum,ATCCMYA-1381,10-FEB-12,artificial seawater with 0.125% Spartina detritus(0.8% agar plates),"artificial seawater (25 grams per liter Instant Ocean), dried and ground Spartina (0.125% wt:vol), plus 0.8% agar",23,25,8,,,,0,0,0,0,,,,,0,,,,9.53333,138.11667,,,,,,15-JUL-94,,Pacific Ocean,Acquatic: marine,"Seawater in mangrove area, Colonia, Yap Islands, Micronesia",CAM_SMPL_002664,1,1
MMETSP1334,Vaulot,Daniel,Calcidiscus leptoporus,RCC1130,15-JAN-12,K/2,,17,35,,35,12,12,,,,,,,,,,,,,-34.46666667,17.3,3,,,,,01-SEP-00,,Atlantic Ocean,Aquatic: marine,,CAM_SMPL_002925,0,0
MMETSP0929,Piganeau,Gwenael,Ostreococcus mediterraneus,clade-D-RCC2572,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,none,3807.6,,0,,3.145,42.488,0,,,15,8,04-JUN-03,,Mediterranean Sea,Acquatic: marine,Mediterranean sea,CAM_SMPL_002755,1,1
MMETSP0269,Wawrik/Sinclair,Boris/Geoff,Prorocentrum minimum,CCMP2233,01-JUL-07,L1,none,22,34,8.2,60,12,12,60,0,0,0,,,,,1170,,,none,38.59,75.1,,,,,,,,,,coastal,CAM_SMPL_002490,,0
MMETSP0924C,Lin,Senjie,Perkinsus chesapeaki,ATCC PRA-65,13-MAY-11,"850 mOsm/kg DME:Ham's F-12 (Burreson et al. 2005, J. Eukaryot. Microbiol. 52:258-270)","3% (v/v) FBS, 100 µg/ml streptomycin, 100 U/ml penicillin",27,29,7,,,,,,,,,,,,,,,,38.9944,76.2141,4,,13.5,27.8,,27-AUG-02,,Chesapeake Bay,,The host clam was infaunal within a benthic sand and mud substrate from which it was excavated.,CAM_SMPL_002745,1,0
MMETSP0958,Collier,Jackie,Aurantiochytrium limacinum,ATCCMYA-1381,24-DEC-11,ATCC medium 790BY+ agar plates,"glucose, peptone, yeast extract at half concentration; 25g Instant Ocean per liter instead of filtered seawater, solidified with 0.8% agar",23,25,8,,,,0,0,0,0,,,,,0,,,,9.53333,138.11667,,,,,,15-JUL-94,,Pacific Ocean,Acquatic: marine,"Seawater in mangrove area, Colonia, Yap Islands, Micronesia",CAM_SMPL_002701,1,1
MMETSP0209,Lynn,Denis,Litonotus pictus,P1,16-FEB-12,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com)",,19,33,8.2,300,12,12,0,,0,,,,,,,,,Euplotes crassus,40.3,17.57,,,33,19,8,01-APR-00,,Ionian Sea,Acquatic: marine,"50-100 cm diameter, 5-10 cm deep, pools on rocky shore",CAM_SMPL_002483,1,0
MMETSP0925,Lin,Senjie,Perkinsus chesapeaki,ATCC PRA-65,13-MAY-11,"850 mOsm/kg DME:Ham's F-12 (Burreson et al. 2005, J. Eukaryot. Microbiol. 52:258-270)","3% (v/v) FBS, 100 µg/ml streptomycin, 100 U/ml penicillin",27,29,7,,,,,,,,,,,,,,,,38.9944,76.2141,4,,13.5,27.8,,27-AUG-02,,Chesapeake Bay,,The host clam was infaunal within a benthic sand and mud substrate from which it was excavated.,CAM_SMPL_002746,1,0
MMETSP0922C,Lin,Senjie,Perkinsus marinus,ATCC 50439,13-MAY-11,"850 mOsm/kg DME:Ham's F-12 (Burreson et al. 2005, J. Eukaryot. Microbiol. 52:258-270)","3% (v/v) FBS, 100 µg/ml streptomycin, 100 U/ml penicillin",27,29,7,,,,,,,,,,,,,,,,38.71306,76.32083,4,,12,13,,20-OCT-92,,Chesapeake Bay,,Benthic estuarine oyster reef,CAM_SMPL_002782,1,0
MMETSP0960,Collier,Jackie,Aurantiochytrium limacinum,ATCCMYA-1381,26-FEB-12,artificial seawater with 0.125% Artemia detritus (0.8% agar plates),"artificial seawater (25 grams per liter Instant Ocean), 0.125% freeze dried and ground Artemia (wt:vol), plus 0.8% agar",23,25,8,,,,0,0,0,0,,,,,0,,,,9.53333,138.11667,,,,,,15-JUL-94,,Pacific Ocean,Acquatic: marine,"Seawater in mangrove area, Colonia, Yap Islands, Micronesia",CAM_SMPL_002657,1,1
MMETSP0923,Lin,Senjie,Perkinsus marinus,ATCC 50439,13-MAY-11,"850 mOsm/kg DME:Ham's F-12 (Burreson et al. 2005, J. Eukaryot. Microbiol. 52:258-270)","3% (v/v) FBS, 100 µg/ml streptomycin, 100 U/ml penicillin",27,29,7,,,,,,,,,,,,,,,,38.71306,76.32083,4,,12,13,,20-OCT-92,,Chesapeake Bay,,Benthic estuarine oyster reef,CAM_SMPL_002783,1,0
MMETSP0959,Collier,Jackie,Aurantiochytrium limacinum,ATCCMYA-1381,26-FEB-12,artificial seawater with 1% horse serum (0.8% agar plates),"artificial seawater (25 grams per liter Instant Ocean) plus 0.8% agar autoclaved, then filter sterilized horse serum (1% vol:vol) added just before pouring plates",23,25,8,,,,0,0,0,0,,,,,0,,,,9.53333,138.11667,,,,,,15-JUL-94,,Pacific Ocean,Acquatic: marine,"Seawater in mangrove area, Colonia, Yap Islands, Micronesia",CAM_SMPL_002580,1,1
MMETSP0937,Piganeau,Gwenael,Ostreococcus mediterraneus,clade-D-RCC2593,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,none,3807.6,,0,,3.6,43.4,0,,,15,8,23-MAR-09,,Mediterranean Sea,Acquatic: marine,Mediterranean lagoon,CAM_SMPL_002757,1,1
MMETSP0368,Rengefors,Karin,Scrippsiella hangoei-like,SHHI-4,15-JUN-11,f/2 amended sea water without silica,,3,3,7,20,12,12,883,0,36,100,,,,,20920,,,,68.46306,78.22333,,8,5,2,,01-FEB-05,,OTHER,Aquatic: freshwater,under ice in saline lake,CAM_SMPL_002545,1,0
MMETSP0369,Rengefors,Karin,Scrippsiella hangoei-like,SHHI-4,15-JUN-11,f/2 amended sea water without silica,,3,30,7,20,12,12,883,0,36,100,,,,,20920,,,,68.46306,78.22333,,8,5,2,,01-FEB-05,,OTHER,Aquatic: freshwater,under ice in saline lake,CAM_SMPL_002546,1,0
MMETSP1312,Vaulot,Daniel,Genus nov. species nov.,RCC2335,15-JAN-12,K/2 Ian,,22,35,,40,12,12,,,,,,,,,,,,,35.21666667,139.6166667,0,,,,,04-MAY-09,,North Pacific Ocean,Aquatic: marine,,CAM_SMPL_002941,0,0
MMETSP1320,Wilson,Willie,Bolidomonas sp.,RCC2347,15-JAN-12,K,,22,35,,40,12,12,,,,,,,,,,,,,35.66666667,14.1,25,,,,,08-JUL-08,,Mediterranean Sea,Aquatic: marine,,CAM_SMPL_002871,0,0
MMETSP0150,Beszteri,Bánk,Chaetoceros debilis,MM31A-1,17-MAY-11,modified f/2 amended seawater,Using trace metal solution after Morel et al. 1979. medium set up using trace metal clean conditions and procedures.,3,33.6,8.15,35,16,8,28,0.09,28.45,60,,,,,7.3,,,,-49.6,2.1,0,,,,,27-FEB-04,,Southern Ocean,Acquatic: marine,,CAM_SMPL_002438,1,0
MMETSP0964,Collier,Jackie,Schizochytrium aggregatum,ATCC28209,11-JUN-12,artificial seawater with 0.125% Artemia detritus (0.8% agar plates),"artificial seawater (25 grams per liter Instant Ocean), 0.125% freeze dried and ground Artemia (wt:vol), solidified with 0.8% agar",23,25,8,,,,0,0,0,0,,,,,0,,,,8,53,,,,,,15-JUL-63,,North Sea,Acquatic: marine,Seawater off West Germany,CAM_SMPL_002682,1,1
MMETSP0885,Gobler,Christopher,Pelagococcus subviridis,CCMP1429,25-SEP-11,GSe media,Ammonium in place of nitrate,15,32,7.8,15,12,12,0,80,4,0,8,1100,2,none,1004,400,0,none,49.9166,-145.1166,0,0,32.6,6,8.1,01-MAY-72,12:00 PM,Pacific Ocean,Acquatic: marine,open ocean mixed layer,CAM_SMPL_002852,,0
MMETSP1007,Bidle,Kay,Emiliania huxleyi,374,01-AUG-11,f/2 - Si amended seawater,"f/2 for all nutrients except silica, which was not added",18,20,8.3,200,14,10,883,0,36.2,0,,,,,1200,,,,42.5,-69,5,,,,,23-JUN-89,,OTHER,Acquatic: marine,,CAM_SMPL_002667,,0
MMETSP1366,Dyhrman/Juhl,Sonya/Andrew,Gephyrocapsa oceanica,RCC1303,27-JUN-12,L/25,"L/25 for trace metals and vitamins, N added at L/10 and no added P",18,32,8.3,100,14,10,100,0,0,0,,,,,40,400,,,,,,,,,,,,,,,CAM_SMPL_003136,,0
MMETSP0896_2,Cattolico,Rose Ann,Heterosigma akashiwo,CCMP 452,18-JUN-11,O-3 Medium doi:10.1016/0003-2697(78)90546-8,,10,30,7.3,0,12,12,7520,179,365,0,,7240000,,,12800000,,,,41,-73,,,,,,01-JAN-52,,Long Island Sound,Acquatic: marine,,CAM_SMPL_002724,0,1
MMETSP1391,Worden,Alexandra,Chlamydomonas leiostraca,SAG 11-49,27-OCT-11,SVM (Standard Volvox Media). Based on Kirk and Kirk (1983) Dev. Biol. 96:493–506,none,18,,8,200,14,10,500,0,230,0,,2150,,,20,,500,,,,,,,,,01-JAN-51,,OTHER,Aquatic: freshwater,,CAM_SMPL_003149,,0
MMETSP0139_2,Smith,G Jason,Pseudo-nitzschia australis,10249 10 AB,04-AUG-11,0.2u filtered Monterey Bay seawater with ES enrichments lacking N- source which is applied in experiment specific manner,"Continuous culture with dilution rate set to 0.29/d, NO3 as N source",15,33,8.2,250,24,0,80,0,36.7,105.6,,6560,,,2687,,0,,36.60369,-121.88927,5,0,33,15,,06-SEP-10,10:00 AM,Pacific Ocean,Acquatic: marine,"coastal ocean bay, near small boat harbor",CAM_SMPL_002414,1,0
MMETSP0494,Rynearson,Tatiana,Thalassiosira gravida,GMp14c1,20-OCT-12,F/2 amended seawater,"f/2 for all nutrients except phosphorate, which was added at 0.4 uM",14,35,8.3,178,12,12,882,100,0.4,106,,,,,24.5,,,,41.92732,-67.85788,10,,,,,10-APR-11,,Atlantic Ocean,Acquatic: marine,Coastal waters,CAM_SMPL_003121,1,0
MMETSP0171,Beszteri,Bánk,Corethron pennatum,L29A3,24-JUN-11,modified f/2 amended seawater,Using trace metal solution after Morel et al. 1979. medium set up using trace metal clean conditions and procedures.,3,33.6,8.15,35,16,8,28,0.09,28.45,60,,0,,,7.3,,,,-47.33333,-15.65,,,,,,18-JAN-09,,Southern Ocean,Acquatic: marine,,CAM_SMPL_002449,1,0
MMETSP1101,Caron,David,Rhodomonas abbreviata,Caron Lab Isolate,18-OCT-11,Marine Media K,Soil extract,18,36,8,300,12,12,,,,,,,,,,,,,,,,,,,,01-JUN-06,,Southern California,,,CAM_SMPL_003093,1,0
MMETSP0806_2,Worden,Alexandra,Prasinoderma coloniale,CCMP1413,23-NOV-10,K-Si artificial sea water,"K for all nutrients, except omitted silicate",21,35,8.2,100,14,10,882,50,10,0,,,,,12766,,,,35,-70,150,,,,,02-JUL-86,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_002831,,0
MMETSP1367,Gates,Ruth,Symbiodinium sp.,C1,08-JUL-11,"f/2, L1 (50% mix) enriched natural filtered seawater","f/2, L1 (50% mix) silica omitted",26,35,8.2,115,12,12,643,0,25,0,,,,,24831,,,,,,,,,,,,,,Organism-Associated,in hospite,CAM_SMPL_003137,,0
MMETSP0916,Gobler,Christopher,Aureococcus anophagefferens,CCMP1850,20-NOV-11,GSe media,Ammonium in place of nitrate,22,32,7.8,100,12,12,0,80,1,0,8,1100,2,none,1004,400,0,none,40.6508,-73.1524,1,0,25.25,18,8,06-MAY-98,12:00 PM,OTHER,Aquatic: marine,Estuarine,CAM_SMPL_002752,1,1
MMETSP1392,Worden,Alexandra,Chlamydomonas chlamydogama,SAG 11-48b,10-NOV-12,MiEB1B12,none,18,,8,200,14,10,900,0,60,0,,100,,,150,,0,,,,,,,,,01-JUN-49,,OTHER,Aquatic: freshwater,,CAM_SMPL_003150,,0
MMETSP1393,Worden,Alexandra,Micromonas sp,CS-222,10-JUL-10,f/2 amended natural sea water (Monterey Bay),"silicate omitted, Selenium added as in regular K medium",21,35,8.3,150,14,10,882,0,36,0,,,,,12795,,,,-36.1,144.6,,,,,,01-JAN-88,,Corio Bay,Acquatic: marine,,CAM_SMPL_003151,,0
MMETSP0807_2,Worden,Alexandra,Picocystis salinarum,CCMP1897,15-DEC-10,K-Si amended natural seawater (Eastern Pacific),K for all nutrients except omitted silicate,6,35,8.2,30,14,10,882,50,10,0,,,,,12766,,,,37.78,-122.35,,,,,,05-DEC-99,,Pacific Ocean,Acquatic: marine,saline pond,CAM_SMPL_002839,,0
MMETSP0156,Beszteri,Bánk,Thalassionema nitzschioides,L26-B,20-JUN-11,modified f/2 amended seawater,Using trace metal solution after Morel et al. 1979. medium set up using trace metal clean conditions and procedures.,3,33.6,8.15,35,16,8,28,0.09,28.45,60,,11000,,,7.3,,,,-47.86667,-15.8,,,,,,28-JAN-09,,Southern Ocean,Acquatic: marine,,CAM_SMPL_002428,1,0
MMETSP1102,Caron,David,Geminigera sp.,Caron Lab Isolate,11-OCT-11,Marine Media K,Added soil extract,1,36,8,300,12,12,,,,,,,,,,,,,,,,,36,1,,05-JAN-99,,Ross Sea,,,CAM_SMPL_003094,,0
MMETSP0713,Olson,Robert,Asterionellopsis glacialis,,04-NOV-11,f/2 amended seawater,f/2 for all nutrients,7,32,,90,14,10,840,,40,110,,10000,,,1000,,,,41.325,-70.5667,0,,,,,01-APR-11,,Atlantic Ocean,Acquatic: marine,mesotrophic coastal surface waters,CAM_SMPL_002846,1,1
MMETSP1369,Gates,Ruth,Symbiodinium sp.,C1,09-JUL-11,"f/2, L1 (50% mix) enriched natural filtered seawater","f/2, L1 (50% mix) silica omitted",29,35,8.2,115,12,12,643,0,25,0,,,,,24831,,,,,,,,,,,,,,Organism-Associated,in hospite,CAM_SMPL_003139,,0
MMETSP1370,Gates,Ruth,Symbiodinium sp.,C15,13-JUL-11,in hospite,in hospite,26,35,7.97,404,12,12,0.8,0.5,0.2,5,,,,,0,,,,,,,,,,,,,Pacific Ocean,Organism-Associated,,CAM_SMPL_003140,,0
MMETSP0914,Gobler,Christopher,Aureococcus anophagefferens,CCMP1850,20-NOV-11,GSe media,Ammonium in place of nitrate,22,32,7.8,100,12,12,0,80,5,0,8,1100,2,none,1004,400,0,none,40.6508,-73.1524,1,0,25.25,18,8,06-MAY-98,12:00 PM,OTHER,Aquatic: marine,Estuarine,CAM_SMPL_002744,1,1
MMETSP1394,Armbrust,Virginia,Asterionellopsis glacialis,CCMP1581,12-OCT-12,K,,14,21,8,166,16,8,882,50,10,504,,,,"thiamine, 200mg; biotin, 10mL; cyanocobalamin, 1mL",123.766,,,,51.7333,3.7667,,,,,,01-SEP-92,,North Sea,Acquatic: marine,,CAM_SMPL_003152,,0
MMETSP1067,Armbrust,Virginia,Thalassiosira punctigera,Tpunct2005C2,17-FEB-06,,,,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.6634,,,,47.6901,-122.40041,,,,,,01-OCT-05,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_002626,1,0
MMETSP0580,Olson,Robert,Dactyliosolen fragilissimus,,03-NOV-11,f/2 amended seawater,f/2 for all nutrients,7,32,,90,14,10,840,,40,110,,10000,,,1000,,,,41.325,-70.5667,0,,,,,01-APR-11,,Atlantic Ocean,Acquatic: marine,mesotrophic coastal surface waters,CAM_SMPL_003104,1,1
MMETSP0790,Hackett,Jeremiah,Alexandrium catenella,OF101,18-JAN-11,F/2 -Si,,15,31,8.2,200,14,10,882,0,36.2,0,,,,,2264,,,,,,,,,,,01-MAR-88,,,,,CAM_SMPL_003163,1,
MMETSP1103,Caron,David,Paraphysomonas bandaiensis,Caron Lab Isolate,30-JAN-12,Filtered Sea Water,0.001% Nutritional yeast extract and Rice grains,18,36,8,300,12,12,,,,,,,,,,,,,,,,,,,,01-MAY-95,,"Chesapeake Bay, MD",,,CAM_SMPL_003095,1,0
MMETSP1104,Caron,David,Cafeteria sp.,Caron Lab Isolate,01-JUN-12,FSW,Nutritional yeast,18,36,8,300,12,12,,,,,,,,,,,,,,,,,,,,,,,,,CAM_SMPL_003096,,0
MMETSP1010,Rynearson,Tatiana,Ditylum brightwellii,GSO104,05-NOV-11,f/2 amended seawater,f/2 for all nutrients,14,36,7.9,180,12,12,882,,36.2,106,,,,,,,,,41.325,-70.57,0.5,,,,,06-OCT-08,,Pacific Ocean,Acquatic: marine,Coastal Waters,CAM_SMPL_002680,1,1
MMETSP1371,Gates,Ruth,Symbiodinium sp.,C15,12-JUL-11,in hospite,in hospite,26,35,7.97,0,12,12,0.8,0.5,0.2,5,,,,,0,,,,,,,,,,,,,Pacific Ocean,Organism-Associated,,CAM_SMPL_003141,,0
MMETSP0992,Lovejoy,Connie,non described non described,CCMP2098,31-AUG-11,L1 amended sea water,antibiotics final concentrations: penicilin 25mg/L; neomycin 20 mg/L; kanamycin 20 mg/L,6,36,8.3,5,24,0,882,0,36,106,,,,,24571,,,,76.285,-73.0575,75,,,,,20-JUN-98,,Northern Baffin Bay,Aquatic: marine,Arctic,CAM_SMPL_002684,,1
MMETSP1395,Petroni,Giulio,Blepharisma japonicum,Stock R1072,15-DEC-12,Freshwater,,19,0,7.5,,,,,,,,,,,,,,,bacteria,,,,,0,,,15-JUN-10,,,Aquatic: freshwater,,CAM_SMPL_003153,,0
MMETSP0998,Rynearson,Tatiana,Ditylum brightwellii,GSO105,29-OCT-11,f/2 amended Sargasso seawater,f/2 for all nutrients,14,36,7.9,180,12,12,882,,36.2,106,,,,,,,,,47.74,-122.417,0.5,,,,,12-MAY-07,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_002704,1,1
MMETSP0910,Rynearson,Tatiana,Thalassiosira rotula,GSO102,01-OCT-12,F/2 amended seawater,F/2: 0.4um PO4,20,35,8.3,112,24,0,882,100,0.4,106,,,,,,,,,48.629353,-122.957542,0.5,,,,,20-AUG-11,,Pacific Ocean,Acquatic: marine,Coastal waters,CAM_SMPL_003105,1,1
MMETSP0154,Beszteri,Bánk,Thalassiothrix antarctica,L6-D1,,modified f/2 amended seawater,Using trace metal solution after Morel et al. 1979. medium set up using trace metal clean conditions and procedures.,3,33.6,8.15,35,16,8,28,0.09,28.45,60,,0,,,7.3,,,,-51.83333,-28.66667,,,,,,20-JAN-09,,Southern Ocean,Acquatic: marine,,CAM_SMPL_002441,1,0
MMETSP1105,Caron,David,Ochromonas sp.,BG-1,30-JAN-12,DY-V,0.001% Yeast extract and Rice grains,18,0,8,300,12,12,,,,,,,,,,,,,,,,,,,,01-JAN-97,,,,,CAM_SMPL_003097,,0
MMETSP0448,Menden-Deuer,Susanne,Heterocapsa triquestra,CCMP 448,19-DEC-11,f/2-Si amended seawater,f/2 for all nutrients except eliminate Si,15,29.4,,8,12,12,882,,36.2,106,,,,,,,,,41.54,-70.61,,,,,,11-MAY-79,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_002577,1,0
MMETSP1374,Gates,Ruth,Symbiodinium sp.,cladeA,07-JUL-11,"f/2, L1 (50% mix) enriched natural filtered seawater","f/2, L1 (50% mix) silica omitted",26,35,8.2,0,12,12,643,0,25,0,,,,,24831,,,,,,,,,,,,,,Organism-Associated,in hospite,CAM_SMPL_003123,,0
MMETSP0990,Lovejoy,Connie,non described non described,CCMP2098,31-AUG-11,L1 amended sea water,antibiotics final concentrations: penicilin 25mg/L; neomycin 20 mg/L; kanamycin 20 mg/L,6,36,8.3,100,24,0,882,0,36,106,,,,,24571,,,,76.285,-73.0575,75,,,,,20-JUN-98,,Northern Baffin Bay,Acquatic: marine,,CAM_SMPL_002678,,1
MMETSP1396,Petroni,Giulio,Pseudokeronopsis sp.,Brazil,15-JUL-10,Brackish water,,19,5,8.2,,,24,,,,,,,,,,,,"bacteria, Pheodactilum tricornutum",,,,,0,,,15-JUL-12,,,Acquatic: marine,,CAM_SMPL_003154,1,0
MMETSP0911,Rynearson,Tatiana,Thalassiosira rotula,GSO102,01-OCT-12,F/2 amended seawater,"F/2: 4nM Fe, 12.5um EDTA",20,35,8.3,112,24,0,882,100,38.6,106,,4,,,,,,,48.629353,-122.957542,0.5,,,,,20-AUG-11,,Pacific Ocean,Acquatic: marine,Coastal waters,CAM_SMPL_003106,1,1
MMETSP1100,Caron,David,Phaeocystis antarctica,Caron Lab Isolate,11-OCT-11,Marine Media K,Soil extract,1,36,8,300,12,12,,,,,,,,,,,,,-77.625,-179.23,,,36,1,,03-DEC-05,,,,,CAM_SMPL_002642,,0
MMETSP1106,Caron,David,Mantoniella antarctica,SL-175,11-OCT-11,Marine Media K,Added soil extract,1,36,8,300,12,12,,,,,,,,,,,,,,,,,36,1,,21-NOV-99,,Antarctica,,,CAM_SMPL_003098,,
MMETSP1107,Caron,David,Paraphysomonas vestita,GFlagA,01-JUN-12,DY-V,Nutritional yeast extract,18,0,8,300,12,12,,,,,,,,,,,,,,,,,,,,,,"Lake Giles, PA",,,CAM_SMPL_003099,,0
MMETSP0019_2,Caron,David,Dinobryon sp.,UTEXLB2267,17-NOV-10,DYV freshwater,,18,0,8,150,12,12,,,,,,,,,,,,,41.57595,-70.64038,,,,,,01-AUG-73,,"Sippewissett Pond, Woods Hole, Massachussetts",,,CAM_SMPL_002362,,0
MMETSP0993,Lovejoy,Connie,non described non described,CCMP2098,31-AUG-11,L1 amended sea water,antibiotics final concentrations: penicilin: 25mg/L; neomycin 20 mg/L; kanamycin 20 mg/L,6,36,8.3,250,24,0,882,0,36,106,,,,,24571,,,,76.285,-73.0575,75,,,,,20-JUN-98,,Northern Baffin Bay,Aquatic: marine,Arctic,CAM_SMPL_002685,,1
MMETSP1397,Petroni,Giulio,Climacostomum Climacostomum virens,Stock W-24,15-DEC-12,freshwater,,19,0,8.2,,,,,,,,,,,,,,,bacteria,,,,,0,,,,,,Aquatic: freshwater,,CAM_SMPL_003173,,0
MMETSP0804,Worden,Alexandra,Tetraselmis astigmatica,CCMP880,01-NOV-10,f/2-Si natural sea water (Bay of Fundy),f/2 for all nutrients except omitted silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,,48.225,-122.64,,,,,,09-NOV-68,,OTHER,Other,salt marsh,CAM_SMPL_002830,,
MMETSP0912,Rynearson,Tatiana,Thalassiosira rotula,GSO102,01-OCT-12,F/2 amended seawater,"F/2: 4nM Fe, 12.5um EDTA, 0.4uM Phosphate",20,35,8.3,112,24,0,882,100,0.4,106,,4,,,,,,,48.629353,-122.957542,0.5,,,,,20-AUG-11,,Pacific Ocean,Acquatic: marine,Coastal waters,CAM_SMPL_003108,1,1
MMETSP0898_2,Jenkins,Bethany,Thalassiosira weissflogii,CCMP1010,31-OCT-12,f/2 amended seawater,"f/2 for all nutrients except iron, which was added at 400nM",19,35,8.2,120,14,10,882,0,36.2,106,,400,,,1093.8,,,,37,-65,,,,,,01-DEC-69,,,,,CAM_SMPL_002729,1,1
MMETSP1110,Wilson,William,Symbiodinium sp.,CCMP421,01-OCT-11,f/2 amended seawater,"f/2 for all nutrients, no Na2SiO3 added",25,34,8.1,200,12,12,882,0,36.2,0,,,,,12794,,,,-41.27,174.795,,,,,,01-MAY-80,,Pacific Ocean,,,CAM_SMPL_003116,0,0
MMETSP0812,Caron,David,Dinobryon sp.,UTEXLB2267,31-JAN-11,DVV freshwater,1:100 dilution of organic phosphorous added,18,0,8,150,12,12,,,,,,,,,,,,,41.57595,-70.64038,,,,,,01-AUG-73,,"Sippewissett Pond, Woods Hole, Massachussetts",,,CAM_SMPL_002850,,0
MMETSP1377,Gates,Ruth,Symbiodinium sp.,D1a,22-JUL-11,L1,L1 silica omitted,26,35,8.3,0,14,10,882,0,36,0,,,,,25168,,,,24.7335,-80.769167,,,,,,08-JUN-05,,Atlantic Ocean,Organism-Associated,in hospite,CAM_SMPL_003156,,0
MMETSP0852,Jenkins,Bethany,Pseudo-nitzschia fraudulenta,WWA7,09-AUG-06,f/2 enriched seawater,,16,35,8,90,12,12,643,0,32,106.1,,,,,,750,,,34.0847,-119.05,1,,35,14,,27-MAR-10,06:30 AM,Pacific Ocean,Acquatic: marine,small cove with cobblestone/sand bottom,CAM_SMPL_002814,1,0
MMETSP0288,Keeling,Patrick,Alveolata sp.,CCMP3155,10-OCT-12,f/2 seawater,,22,21,8,550,12,12,882,0,36.2,0,,,,,23000,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_003164,1,0
MMETSP0126,Lynn,Denis,Strombidinopsis acuminatum,SPMC142,13-OCT-11,Ciliate Media (filtered seawater ammended with dilute f/2 trace metals stock.),f/2 trace metals stock added to filtered seawater at a concentration of 0.5ml per Liter.,15,30,8.1,10,12,12,25,2,2.1,37,,,,,,,,"Heterocapsa triquetra, Rhodomonas sp. (CCMP 755), Mantoniella squamata, Isochrysis galbana",48.608,-122.769,1,,,,,03-AUG-11,,"northern Puget Sound, WA",Acquatic: marine,plankton,CAM_SMPL_002411,1,0
MMETSP0913,Rynearson,Tatiana,Thalassiosira rotula,GSO102,01-OCT-12,F/2 amended seawater,"f/2 amended seawater, replete condition",20,35,8.3,112,24,0,882,100,38.6,106,,,,,,,,,48.629353,-122.957542,0.5,,,,,20-AUG-11,,Pacific Ocean,Acquatic: marine,Coastal waters,CAM_SMPL_003109,1,1
MMETSP0943,Amaral-Zettler,Linda,Isochrysis galbana,CCMP1323,01-AUG-11,f/2 amended seawater,Bicarbonate added 6mM,21,33,8.3,100,16,8,887.8,0,36.7,0,,,,,24493.8,,,none,54.085,-4.77,,,,,,01-JAN-38,,Irish Sea,Acquatic: marine,,CAM_SMPL_002773,,
MMETSP1114,Caron,David,Neobodo designis,CCAP 1951/1,05-JUN-12,FSW,Nutritional yeast,18,36,8,300,12,12,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,,,CAM_SMPL_003117,,0
MMETSP0811_2,Caron,David,Eutreptiella gymnastica-like,CCMP1594,16-FEB-11,marine media K,plus soil exract and 1:100 dilution of phosphorous,18,35,8,150,12,12,,,,,,,,,,,,,41.6,-71.4,,,35,20,,01-OCT-91,,Narragansett Bay,,,CAM_SMPL_002849,,0
MMETSP1082,Worden,Alexandra,Micromonas sp.,NEPCC29,07-DEC-11,f/2-Si amended artificial seawater,no silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,n/a,49.25,-123.1,,,,,,,,OTHER,Acquatic: marine,,CAM_SMPL_003070,,0
MMETSP1084,Worden,Alexandra,Micromonas sp.,RCC472,07-DEC-11,f/2-Si amended artificial seawater,no silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,n/a,8.5,-78.22,,,,,,01-MAR-97,,,Acquatic: marine,,CAM_SMPL_003071,,0
