,SampleName,Run.x,Phylum,Input.Reads,Surviving.Reads,Percent.Surviving,n_seqs.x,smallest.x,largest.x,n_bases.x,mean_len.x,n_under_200.x,n_over_1k.x,n_over_10k.x,n_with_orf.x,mean_orf_percent.x,n90.x,n70.x,n50.x,n30.x,n10.x,gc.x,gc_skew.x,at_skew.x,cpg_ratio.x,linguistic_complexity.x,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score.x,optimal_score.x,cutoff.x,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,Complete_eukaryotic,Fragmented_eukaryotic,Missing_eukaryotic,Total_eukaryotic,Complete_eukaryotic_BUSCO_perc,Complete_protist,Fragmented_protist,Missing_protist,Total_protist,Complete_protist_BUSCO_perc,Unique_kmers_assembly,num_reads_kept_diginorm,total_reads_before_diginorm,perc_kept_diginorm,proportion_kept_diginorm,num_kmers_reads_diginorm,fp_rate_diginorm
563,MMETSP1166,SRR1294438,Ochrophyta,23325169,23259858,99.72,38876,201,13583,36506448,939.04846,0,12548,6,22314,78.6095,409,883,1381,2077,3708,0.62161,0.00403,0.00442,2.21515,0.1559,23259858,21332258,0.91713,18967897,0.81548,2364361,15798,6138282,0.16814,19944,0.51302,6042,0.15542,21442,0.55155,4302,0.11066,0.23682,0.45679,0.18439,28087,28087,0.72248,1.66225,13140,0.77765,7493,0.44345,6374,0.37723,5133,0.30378,4635,0.27431,3962,0.23448,0.44698,219,37,47,303,0.722772277,164,23,47,234,0.700854701,20077820,6412265,46584713,13.80%,0.138,73172505,0
564,MMETSP1167,SRR1300324,Ochrophyta,17612381,17607350,99.97,41182,201,8084,27794341,674.91479,0,8248,0,17437,83.39958,295,589,952,1410,2298,0.39559,0.03718,0.02024,1.6531,0.12979,17607529,15871167,0.90139,13883336,0.78849,1987831,27841,803196,0.0289,12271,0.29797,1258,0.03055,23898,0.5803,2473,0.06005,0.30626,0.4404,0.41673,27548,27548,0.66893,1.17621,19432,0.82968,10070,0.42996,9218,0.39358,8015,0.34221,7514,0.32082,6765,0.28884,0.43005,204,68,31,303,0.673267327,152,29,53,234,0.64957265,23580241,15460272,35219831,43.90%,0.439,67811789,0
565,MMETSP1169,SRR1300378,Chlorophyta,22470384,22447391,99.9,40009,201,15638,29717862,742.77942,0,9819,2,17405,77.94447,316,677,1109,1600,2511,0.58486,0.01417,0.01142,2.03291,0.14254,22447391,20776276,0.92555,18403985,0.81987,2372291,20121,1349332,0.0454,13498,0.33737,1986,0.04964,27370,0.6841,1517,0.03792,0.36215,0.49694,0.41232,28184,28184,0.70444,1.16622,21717,0.89862,11215,0.46406,10524,0.43547,9631,0.39852,9322,0.38573,8794,0.36388,0.46297,239,43,21,303,0.788778878,171,30,33,234,0.730769231,23146488,16085469,44917562,35.80%,0.358,75049672,0
566,MMETSP1170,SRR1300501,Ochrophyta,6908739,6752471,97.74,11581,201,9101,6348822,548.21017,0,1234,0,4508,85.27327,268,465,682,957,1572,0.62635,0.01661,-0.00173,2.24204,0.10542,6752471,5474961,0.81081,4368598,0.64696,1106363,5822,425594,0.06704,3930,0.33935,997,0.08609,5181,0.44737,862,0.07443,0.15598,0.31549,0.38212,9825,9825,0.84837,0.97985,7813,0.7792,3875,0.38646,3663,0.36531,3359,0.335,3225,0.32163,2971,0.2963,0.41827,65,50,188,303,0.214521452,63,26,145,234,0.269230769,5281703,5560711,13640551,40.80%,0.408,33470139,0
567,MMETSP1171,SRR1294422,Bacillariophyta,19976957,19965576,99.94,20449,201,7244,14560680,712.04851,0,5046,0,9076,80.39515,308,677,1043,1417,2097,0.44305,0.01619,0.00651,1.8072,0.14227,19965576,18673977,0.93531,16859027,0.8444,1814950,9209,559305,0.03841,5846,0.28588,904,0.04421,12693,0.62071,1128,0.05516,0.36749,0.48673,0.44311,13884,13884,0.67896,1.15777,10682,0.89076,5594,0.46648,5289,0.44104,4872,0.40627,4715,0.39318,4422,0.36875,0.47338,101,46,156,303,0.333333333,86,22,126,234,0.367521368,13395016,9928783,39940862,24.90%,0.249,53347631,0
568,MMETSP1172,SRR1300387,Rhodophyta,25408681,25399862,99.97,13901,201,11177,14646350,1053.61844,0,5526,2,8145,72.13601,490,1045,1574,2213,3385,0.42191,0.01716,0.00436,1.99023,0.1888,25399862,24213723,0.9533,21723815,0.85527,2489908,10784,420813,0.02873,5195,0.37371,637,0.04582,5156,0.37091,1747,0.12567,0.35872,0.42754,0.0888,11323,11323,0.81455,1.48032,6438,0.84168,3494,0.45679,3269,0.42738,2931,0.38319,2735,0.35756,2415,0.31573,0.4793,221,57,25,303,0.729372937,143,35,56,234,0.611111111,12206432,12692160,50807767,25.00%,0.25,58906449,0
569,MMETSP1173,SRR1300381,Ochrophyta,22282799,22256636,99.88,33405,201,8736,26480549,792.71214,0,9218,0,17117,88.22427,333,757,1192,1704,2684,0.60741,0.01242,0.00928,1.82646,0.14902,22256636,20273662,0.9109,17578289,0.7898,2695373,17305,1465093,0.05533,12553,0.37578,2478,0.07418,18547,0.55522,1549,0.04637,0.29506,0.49443,0.47268,26602,26602,0.79635,1.18993,19052,0.85221,9725,0.43501,9119,0.4079,8311,0.37176,7983,0.35709,7548,0.33763,0.44778,218,35,50,303,0.719471947,169,23,42,234,0.722222222,20725457,16917297,44537981,38.00%,0.38,79308557,0
570,MMETSP1174,SRR1300447,Ochrophyta,20868431,20175678,96.68,65184,201,8235,41662952,639.15918,0,11910,0,22434,77.26308,279,537,920,1380,2275,0.5096,0.01681,0.01186,1.93617,0.12921,20175678,16994820,0.84234,13357341,0.66205,3637479,36215,2281643,0.05476,24931,0.38247,3914,0.06005,44779,0.68696,2985,0.04579,0.19583,0.33511,0.36471,45078,45078,0.69155,1.13006,31966,0.80135,16387,0.4108,15028,0.37674,13216,0.33131,12556,0.31477,11597,0.29072,0.42996,218,52,33,303,0.719471947,186,25,23,234,0.794871795,29267545,23557398,41042878,57.40%,0.574,132616297,0
571,MMETSP1175,SRR1300492,Bacillariophyta,14670448,14648785,99.85,51565,201,11238,28653604,555.67932,0,6717,2,16326,84.75898,251,429,744,1198,2185,0.55255,0.01606,0.01223,1.99064,0.11116,14648785,11919243,0.81367,9086687,0.6203,2832556,31014,884320,0.03086,18627,0.36123,1709,0.03314,38212,0.74105,1949,0.0378,0.17403,0.31075,0.43529,25506,25506,0.49464,1.11055,16514,0.71903,8551,0.37232,7712,0.33579,6504,0.28319,5982,0.26046,5267,0.22933,0.40466,107,78,118,303,0.353135314,94,38,102,234,0.401709402,26401289,17081876,29314523,58.30%,0.583,117786763,0
572,MMETSP1176,SRR1300382,Bacillariophyta,19360814,19339613,99.89,33319,201,8019,24371479,731.4589,0,7967,0,15059,82.67422,309,671,1079,1565,2483,0.4861,0.00757,0.00356,1.95239,0.14448,19339613,18014026,0.93146,16019627,0.82833,1994399,17405,628236,0.02578,9456,0.2838,937,0.02812,23081,0.69273,1420,0.04262,0.37049,0.45724,0.43574,20464,20464,0.61418,1.16062,15641,0.88708,8104,0.45962,7565,0.42905,6856,0.38884,6573,0.37279,6183,0.35067,0.45882,184,59,60,303,0.607260726,156,32,46,234,0.666666667,18855063,13116554,38700267,33.90%,0.339,62667337,0
573,MMETSP1177,SRR1300383,Ochrophyta,22416939,22390628,99.88,36445,201,15111,29221908,801.80842,0,9830,5,15777,76.89474,326,753,1267,1841,3018,0.37999,0.02586,0.01122,1.59664,0.14694,22390628,20754826,0.92694,18447810,0.82391,2307016,26354,1286161,0.04401,12381,0.33972,1748,0.04796,21019,0.57673,1921,0.05271,0.31569,0.50541,0.42183,766,766,0.766,0.03268,581,0.02478,274,0.01169,260,0.01109,243,0.01037,232,0.0099,214,0.00913,0.01483,239,34,30,303,0.788778878,202,18,14,234,0.863247863,747142,16694488,44807231,37.30%,0.373,69700190,0
574,MMETSP1178,SRR1300384,Haptophyta,22874070,22840118,99.85,25477,201,9347,12884923,505.74726,0,2076,0,9023,89.08279,252,414,636,879,1327,0.62824,0.01172,0.00539,2.25743,0.10261,22840118,19380491,0.84853,16256776,0.71176,3123715,13395,718011,0.05572,8579,0.33674,1973,0.07744,9819,0.38541,1697,0.06661,0.19509,0.341,0.3347,22338,22338,0.87679,0.91949,17428,0.71738,8412,0.34626,7879,0.32432,6985,0.28752,6594,0.27143,5948,0.24483,0.38931,124,60,119,303,0.409240924,112,27,95,234,0.478632479,10308802,13356489,45711525,29.20%,0.292,71448500,0
575,MMETSP1180,SRR1300379,Chlorophyta,21413545,21388626,99.88,22693,201,7918,16756349,738.39285,0,5757,0,7793,67.11948,300,684,1188,1677,2542,0.54491,0.0131,0.00125,1.70834,0.14129,21388626,20222020,0.94546,18344639,0.85768,1877381,10970,539758,0.03221,6347,0.27969,790,0.03481,16548,0.72921,1013,0.04464,0.368,0.41659,0.02391,13234,13234,0.58318,1.17656,10257,0.9119,5370,0.47742,5020,0.4463,4537,0.40336,4362,0.3878,4153,0.36922,0.46195,201,58,44,303,0.663366337,162,19,53,234,0.692307692,14912929,9983495,42801702,23.30%,0.233,52978132,0
576,MMETSP1309,SRR1300494,Unknown,21725140,21677948,99.78,15611,201,8423,13568575,869.16757,0,4753,0,8356,80.3187,386,827,1278,1847,2956,0.50976,0.02713,0.02747,1.84131,0.16276,21677948,19515553,0.90025,16518256,0.76198,2997297,11666,696812,0.05135,7126,0.45647,1101,0.07053,5196,0.33284,1172,0.07508,0.23706,0.41408,0.34734,13607,13607,0.87163,1.24084,7874,0.71804,4227,0.38546,3820,0.34835,3274,0.29856,3016,0.27503,2540,0.23163,0.44145,229,50,24,303,0.755775578,154,37,43,234,0.658119658,9733149,12502998,43400245,28.80%,0.288,68398424,0
577,MMETSP1310,SRR1300360,Unknown,20863194,20841663,99.9,36383,201,10104,29581876,813.06863,0,9625,1,20425,89.41552,364,737,1148,1713,2900,0.60155,0.0253,0.01583,1.95003,0.15051,20841663,19552087,0.93813,17100369,0.82049,2451718,20906,1082641,0.0366,13166,0.36187,1574,0.04326,21393,0.58799,1438,0.03952,0.37528,0.51189,0.42118,27761,27761,0.76302,1.2263,20487,0.90498,10748,0.47478,10073,0.44496,9115,0.40264,8703,0.38444,8102,0.35789,0.47318,253,38,12,303,0.834983498,189,30,15,234,0.807692308,24863996,16724066,41704709,40.10%,0.401,72409526,0
578,MMETSP1311,SRR1300495,Unknown,24955543,24937038,99.93,14515,201,6245,10116017,696.93538,0,3124,0,7094,82.781,308,625,968,1406,2195,0.60471,0.01015,0.01321,2.04497,0.13298,24937038,22470796,0.9011,19051939,0.764,3418857,9438,412490,0.04078,6308,0.43458,634,0.04368,6576,0.45305,3120,0.21495,0.20121,0.2802,0.36757,10981,10981,0.75653,1.16745,7253,0.7711,3754,0.39911,3456,0.36743,3050,0.32426,2832,0.30108,2396,0.25473,0.42655,166,87,50,303,0.547854785,110,36,88,234,0.47008547,7514602,10256098,49890595,20.60%,0.206,62097269,0
579,MMETSP1312,SRR1300496,Unknown,35636541,35620750,99.96,10749,201,10012,13221148,1229.98865,0,5075,1,7478,79.08532,614,1232,1808,2586,4102,0.61569,0.00838,0.00738,1.83637,0.20428,35620750,32824631,0.9215,27807774,0.78066,5016857,7749,634598,0.048,4805,0.44702,632,0.0588,3437,0.31975,1173,0.10913,0.29713,0.38783,0.06552,2437,2437,0.82554,0.29832,1738,0.21276,877,0.10736,808,0.09891,735,0.08997,704,0.08618,625,0.07651,0.11864,255,28,20,303,0.841584158,178,19,37,234,0.760683761,3139463,14898006,71255979,20.90%,0.209,87229140,0
580,MMETSP1315,SRR1300361,Chlorophyta,22578275,22551377,99.88,23145,201,7784,17036932,736.09557,0,5291,0,11397,88.19292,311,658,1089,1625,2717,0.6745,0.01107,0.0053,2.44025,0.12679,22551377,20143403,0.89322,16600501,0.73612,3542902,14189,867900,0.05094,10147,0.43841,1517,0.06554,11532,0.49825,1752,0.0757,0.22997,0.37212,0.3691,18619,18619,0.80445,1.23288,12308,0.81499,6448,0.42696,5924,0.39227,5225,0.34598,4857,0.32161,4316,0.28579,0.44149,210,55,38,303,0.693069307,133,50,51,234,0.568376068,12750457,13120912,45127734,29.10%,0.291,62539763,0
581,MMETSP1316,SRR1300362,Chlorophyta,20613467,20590901,99.89,17265,201,7049,13308482,770.83591,0,4301,0,9222,88.56201,340,704,1089,1594,2685,0.57678,0.00678,0.00207,2.38334,0.14416,20590901,18816331,0.91382,16170452,0.78532,2645879,10918,548710,0.04123,6622,0.38355,905,0.05242,8455,0.48972,1297,0.07512,0.30341,0.41868,0.3507,3640,3640,0.75976,0.34584,2625,0.24941,1380,0.13112,1261,0.11981,1123,0.1067,1052,0.09995,972,0.09235,0.1186,183,75,45,303,0.603960396,130,34,70,234,0.555555556,3000794,9755948,41203758,23.70%,0.237,45203658,0
582,MMETSP1317,SRR1300374,Unknown,22594397,22591755,99.99,28878,201,13803,15677492,542.88704,0,2817,4,2000,42.80682,256,416,657,1081,2651,0.38994,0.01769,0.00612,1.72726,0.10722,22591755,19620717,0.86849,16161315,0.71536,3459402,16549,729482,0.04653,11476,0.3974,1806,0.06254,22172,0.76778,1551,0.05371,0.18295,0.32672,0.62278,15077,15077,0.52209,1.29461,9773,0.83917,5169,0.44384,4773,0.40984,4145,0.35592,3800,0.32629,3209,0.27555,0.42936,72,82,149,303,0.237623762,53,36,145,234,0.226495726,11375543,10057089,45186016,22.30%,0.223,71483824,0
583,MMETSP1318,SRR1300497,Cercozoa,22307147,22290529,99.93,32307,201,12537,26830914,830.49847,0,9770,3,16670,80.92765,360,809,1220,1691,2630,0.48271,0.01013,0.00744,2.10302,0.15854,22290529,20725074,0.92977,17828219,0.79981,2896855,23100,1197202,0.04462,11290,0.34946,1009,0.03123,17213,0.53279,2706,0.08376,0.3254,0.412,0.3713,23851,23851,0.73826,1.15429,18117,0.87678,9364,0.45318,8783,0.42506,8007,0.3875,7671,0.37124,7067,0.34201,0.45827,225,45,33,303,0.742574257,167,21,46,234,0.713675214,22905814,17298676,44593385,38.80%,0.388,86486902,0
584,MMETSP1319,SRR1300363,Ochrophyta,21643500,21636131,99.97,32559,201,10430,22354711,686.59084,0,6572,1,15690,90.13705,310,604,941,1373,2277,0.57787,0.01853,0.01817,1.84194,0.13231,21636131,20085636,0.92834,17695780,0.81788,2389856,16769,792329,0.03544,10322,0.31702,1334,0.04097,18691,0.57407,1722,0.05289,0.35113,0.47696,0.37105,23601,23601,0.72487,1.13357,18794,0.90269,9656,0.46378,9133,0.43866,8384,0.40269,8097,0.3889,7580,0.36407,0.46004,203,56,44,303,0.669966997,162,32,40,234,0.692307692,22840536,13556885,43279248,31.30%,0.313,63151700,0
585,MMETSP1320,SRR1300498,Ochrophyta,20706812,20696294,99.95,26882,201,27778,20090048,747.34201,0,5794,12,13337,91.91532,323,641,1058,1651,3289,0.58203,0.01732,0.01617,1.82617,0.13855,20696294,19020104,0.91901,15904940,0.76849,3115164,14352,672753,0.03349,9255,0.34428,892,0.03318,16579,0.61673,1005,0.03739,0.32512,0.45625,0.44239,18641,18641,0.69344,1.14208,14635,0.89664,7617,0.46667,7130,0.43683,6448,0.39505,6219,0.38102,5863,0.35921,0.45594,183,52,68,303,0.603960396,151,31,52,234,0.645299145,19451975,13801136,41402534,33.30%,0.333,76998275,0
586,MMETSP1321,SRR1300364,Ochrophyta,17427790,17422014,99.97,29766,201,30750,23967111,805.18414,0,7311,16,15169,91.27274,338,720,1191,1840,3564,0.53768,0.02806,0.02212,1.84351,0.14877,17422014,16341744,0.93799,14556808,0.83554,1784936,17122,645262,0.02692,9058,0.30431,819,0.02751,17622,0.59202,1426,0.04791,0.37649,0.48713,0.48248,20992,20992,0.70523,1.10444,16480,0.86705,8433,0.44368,7925,0.41695,7238,0.38081,6967,0.36655,6511,0.34256,0.45732,182,54,67,303,0.600660066,150,30,54,234,0.641025641,16020538,13286604,34849503,38.10%,0.381,52182901,0
587,MMETSP1322,SRR1300446,Bacillariophyta,11192891,10841166,96.86,30920,201,6693,22785808,736.92781,0,7300,0,15139,88.41047,313,667,1078,1592,2606,0.55033,0.0067,0.00621,2.05771,0.14346,10841166,9892383,0.91248,8141123,0.75095,1751260,18459,805207,0.03534,11843,0.38302,1215,0.03929,20662,0.66824,1163,0.03761,0.29436,0.41611,0.41537,19858,19858,0.64224,1.22906,13718,0.84904,7204,0.44587,6637,0.41078,5847,0.36189,5502,0.34053,5029,0.31126,0.45599,173,68,62,303,0.570957096,130,40,64,234,0.555555556,21110437,12175222,22033828,55.30%,0.553,58381091,0
588,MMETSP1323,SRR1300365,Ochrophyta,12008303,12004845,99.97,30809,201,9042,17833843,578.85173,0,4235,0,10854,85.27721,264,467,764,1193,2104,0.61574,0.01837,0.01515,2.16395,0.11317,12004845,10370153,0.86383,8771470,0.73066,1598683,13404,624908,0.03504,9160,0.29732,1033,0.03353,21669,0.70333,2539,0.08241,0.27684,0.33253,0.06058,20057,20057,0.65101,1.08241,16052,0.86627,7759,0.41873,7310,0.3945,6726,0.36298,6457,0.34846,5968,0.32207,0.42278,113,78,112,303,0.372937294,95,40,99,234,0.405982906,13466579,9823638,24013007,40.90%,0.409,56094419,0
589,MMETSP1324,SRR1300366,Ochrophyta,28846464,28839527,99.98,42429,201,14778,29634669,698.45316,0,8432,7,17560,84.84004,292,592,1029,1645,3004,0.61674,0.01598,0.01589,2.17038,0.1296,28839527,25466906,0.88306,21319947,0.73926,4146959,23094,1607938,0.05426,15885,0.37439,2312,0.05449,25427,0.59928,3027,0.07134,0.25236,0.36839,0.33006,31904,31904,0.75194,1.14429,22970,0.82386,11826,0.42416,11013,0.395,9835,0.35275,9336,0.33485,8448,0.303,0.43744,140,68,95,303,0.462046205,118,34,82,234,0.504273504,23395056,19151074,57685528,33.20%,0.332,98958851,0
590,MMETSP1325,SRR1294431,Ochrophyta,3835916,3833549,99.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,29,250,303,0.079207921,31,16,187,234,0.132478632,12708836,NA,NA,NA,NA,NA,NA
591,MMETSP1325,SRR1294429,Ochrophyta,3784842,3782453,99.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,29,250,303,0.079207921,31,16,187,234,0.132478632,12708836,NA,NA,NA,NA,NA,NA
592,MMETSP1325,SRR1294428,Ochrophyta,1455018,1452589,99.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,29,250,303,0.079207921,31,16,187,234,0.132478632,12708836,NA,NA,NA,NA,NA,NA
593,MMETSP1325,SRR1294430,Ochrophyta,3780317,3777801,99.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,29,250,303,0.079207921,31,16,187,234,0.132478632,12708836,NA,NA,NA,NA,NA,NA
594,MMETSP1325,SRR1294432,Ochrophyta,3821952,3819747,99.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,29,250,303,0.079207921,31,16,187,234,0.132478632,12708836,NA,NA,NA,NA,NA,NA
595,MMETSP1326,SRR1300504,Chlorophyta,16520723,16512019,99.95,42141,201,14921,27225672,646.06137,0,6889,11,16487,83.70253,284,518,891,1464,2836,0.6366,0.02289,0.01503,2.16848,0.11516,16512019,14551523,0.88127,11357774,0.68785,3193749,29247,1211232,0.04449,18596,0.44128,1084,0.02572,25959,0.616,2054,0.04874,0.24285,0.35683,0.3988,29341,29341,0.69626,1.14959,21795,0.85394,11285,0.44215,10221,0.40046,8889,0.34827,8357,0.32743,7474,0.29283,0.4271,201,66,36,303,0.663366337,146,45,43,234,0.623931624,21583484,16390282,33031819,49.60%,0.496,90930886,0
596,MMETSP1327,SRR1300367,Chlorophyta,22915194,22890486,99.89,15978,201,19195,19773900,1237.57041,0,7171,18,10760,83.23414,577,1243,1897,2806,4644,0.60082,0.00527,0.00334,2.40827,0.20194,22890486,21764587,0.95081,19383829,0.84681,2380758,10238,1128032,0.05705,6540,0.40931,1007,0.06302,7171,0.4488,957,0.05989,0.39468,0.51033,0.39614,13255,13255,0.82958,1.28477,8986,0.87099,4740,0.45944,4286,0.41543,3775,0.3659,3594,0.34836,3323,0.32209,0.46026,230,33,40,303,0.759075908,160,30,44,234,0.683760684,16076210,13049740,45805404,28.50%,0.285,53599292,0
597,MMETSP1328,SRR1300368,Ochrophyta,23295843,23272029,99.9,27845,201,24254,22319126,801.54879,0,6732,31,14721,89.7047,342,723,1135,1742,3615,0.62749,0.00672,0.00348,2.47604,0.14103,23272029,21830957,0.93808,18989784,0.81599,2841173,13322,868864,0.03893,9223,0.33123,902,0.03239,17349,0.62306,1116,0.04008,0.38254,0.48274,0.49963,19034,19034,0.68357,1.12574,15405,0.91111,7883,0.46623,7461,0.44127,6899,0.40803,6688,0.39555,6380,0.37734,0.46328,192,51,60,303,0.633663366,153,25,56,234,0.653846154,18622092,12904895,46567183,27.70%,0.277,56764368,0
598,MMETSP1329,SRR1300369,Ochrophyta,24928327,24903534,99.9,29624,201,8989,20407062,688.86923,0,5609,0,15131,88.2397,319,602,905,1311,2371,0.67634,0.00388,0.00263,2.47083,0.11999,24903534,22639798,0.9091,19090880,0.76659,3548918,17589,1053035,0.0516,12182,0.41122,1506,0.05084,14291,0.48241,2036,0.06873,0.29082,0.435,0.44409,1039,1039,0.78474,0.05148,793,0.03929,406,0.02012,385,0.01908,346,0.01714,332,0.01645,303,0.01501,0.01916,187,59,57,303,0.617161716,142,36,56,234,0.606837607,760741,13793263,49831533,27.70%,0.277,62673991,0
599,MMETSP1330,SRR1300389,Chlorophyta,21857694,21842016,99.93,16181,201,22626,14856109,918.12057,0,4691,7,8305,77.0392,358,883,1521,2437,4335,0.57181,0.01616,0.01203,2.01828,0.16354,21842016,20142601,0.9222,17390037,0.79617,2752564,9195,520015,0.035,5681,0.35109,554,0.03424,9426,0.58254,1231,0.07608,0.33985,0.39607,0.04279,10935,10935,0.67579,1.2207,7493,0.83646,4016,0.44831,3691,0.41203,3289,0.36716,3123,0.34863,2814,0.31413,0.45797,237,43,23,303,0.782178218,160,23,51,234,0.683760684,11728930,10783672,43698514,24.70%,0.247,58088408,0
600,MMETSP1333,SRR1300370,Haptophyta,20264809,20244656,99.9,76564,201,10974,46511961,607.49126,0,12886,1,27979,84.18235,267,493,864,1319,2158,0.54819,0.01527,0.00249,2.20292,0.12222,20244656,17468010,0.86285,14837240,0.7329,2630770,38341,1166424,0.02508,21666,0.28298,1739,0.02271,61020,0.79698,2256,0.02947,0.29654,0.42866,0.43181,36690,36690,0.47921,1.13468,28271,0.87432,14297,0.44215,13217,0.40875,11816,0.36542,11355,0.35117,10602,0.32788,0.44348,222,44,37,303,0.732673267,174,27,33,234,0.743589744,45764975,21917395,40509374,54.10%,0.541,134805241,0
601,MMETSP1334,SRR1300371,Haptophyta,22202199,22179510,99.9,60887,201,7657,38197456,627.34994,0,10629,0,22464,81.06104,277,521,885,1336,2173,0.62074,0.01235,0.00152,2.36419,0.11902,22179510,19310718,0.87066,15754479,0.71032,3556239,39166,1251709,0.03277,23535,0.38654,1866,0.03065,41429,0.68042,2802,0.04602,0.253,0.40429,0.44231,38598,38598,0.63393,1.16872,27450,0.83116,14063,0.42582,12824,0.3883,11161,0.33795,10445,0.31627,9309,0.28187,0.43241,217,48,38,303,0.716171617,157,39,38,234,0.670940171,35236714,20608858,44381490,46.40%,0.464,106523302,0
602,MMETSP1335,SRR1300372,Haptophyta,21636280,21615174,99.9,26549,201,6956,17272976,650.60741,0,4961,0,11581,84.25103,291,585,891,1284,1984,0.64347,0.00377,0.00177,2.42921,0.12266,21615174,19706608,0.9117,16848766,0.77949,2857842,12964,559614,0.0324,8682,0.32702,840,0.03164,16984,0.63972,1739,0.0655,0.29221,0.40294,0.31849,17553,17553,0.66115,1.07614,13958,0.85574,7206,0.44179,6808,0.41739,6259,0.38373,6048,0.37079,5693,0.34903,0.45237,149,67,87,303,0.491749175,118,33,83,234,0.504273504,14231781,10977188,43251320,25.40%,0.254,57574087,0
603,MMETSP1336,SRR1300373,Bacillariophyta,14943164,14928287,99.9,28868,201,13035,23662803,819.68973,0,8308,1,14548,82.34888,359,779,1185,1681,2711,0.43642,0.0109,0.00512,1.79828,0.15791,14928287,13872538,0.92928,12333582,0.82619,1538956,17754,819575,0.03464,10095,0.3497,1197,0.04146,16289,0.56426,1485,0.05144,0.36707,0.49622,0.41669,21531,21531,0.74584,1.24868,14668,0.85066,7596,0.44053,6981,0.40486,6213,0.36032,5848,0.33915,5310,0.30795,0.45643,212,52,39,303,0.699669967,166,30,38,234,0.709401709,18911369,12867821,29871406,43.10%,0.431,48216013,0
604,MMETSP1338,SRR1300503,Dinophyta,25562268,25551835,99.96,107171,201,12780,73200081,683.02135,0,21549,7,45851,91.75476,281,582,1038,1626,2793,0.53657,0.00786,0.00443,1.86825,0.132,25551835,21937195,0.85854,17593055,0.68852,4344140,52261,1256910,0.01717,26788,0.24996,1680,0.01568,77352,0.72176,2295,0.02141,0.29183,0.45068,0.54609,59625,59625,0.55635,1.07318,48973,0.88146,24931,0.44873,23352,0.42031,21405,0.38527,20751,0.37349,19945,0.35899,0.45697,206,45,52,303,0.679867987,184,17,33,234,0.786324786,73068762,36561201,51113758,71.50%,0.715,191518466,0.001
605,MMETSP1339,SRR1300377,Ochrophyta,25504015,25502818,100,24389,201,7438,14707172,603.02481,0,3863,0,9022,79.60282,282,519,802,1122,1726,0.4926,0.02014,0.01325,1.65616,0.12256,25502818,23983946,0.94044,21442448,0.84079,2541498,10961,397709,0.02704,7158,0.29349,691,0.02833,15298,0.62725,1828,0.07495,0.33538,0.41461,0.18987,15430,15430,0.63266,1.10824,12202,0.87639,6150,0.44172,5863,0.4211,5327,0.3826,5072,0.36429,4658,0.33455,0.44764,147,81,75,303,0.485148515,119,43,72,234,0.508547009,12918855,10289378,51006743,20.20%,0.202,55416859,0
