"","SampleName","Run.x","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","Input.Reads","Surviving.Reads","Percent.Surviving","assembly.x","n_seqs.x","smallest.x","largest.x","n_bases.x","mean_len.x","n_under_200.x","n_over_1k.x","n_over_10k.x","n_with_orf.x","mean_orf_percent.x","n90.x","n70.x","n50.x","n30.x","n10.x","gc.x","gc_skew.x","at_skew.x","cpg_ratio.x","bases_n.x","proportion_n.x","linguistic_complexity.x","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score.x","optimal_score.x","cutoff.x","assembly.y","n_seqs.y","smallest.y","largest.y","n_bases.y","mean_len.y","n_under_200.y","n_over_1k.y","n_over_10k.y","n_with_orf.y","mean_orf_percent.y","n90.y","n70.y","n50.y","n30.y","n10.y","gc.y","gc_skew.y","at_skew.y","cpg_ratio.y","bases_n.y","proportion_n.y","linguistic_complexity.y","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","score.y","optimal_score.y","cutoff.y","Run.y","Complete_eukaryotic","Fragmented_eukaryotic","Missing_eukaryotic","Total_eukaryotic","Complete_eukaryotic_BUSCO_perc","Complete_protist","Fragmented_protist","Missing_protist","Total_protist","Complete_protist_BUSCO_perc","Unique_kmers","num_reads_kept_diginorm","total_reads_before_diginorm","perc_kept_diginorm","num_kmers_reads_diginorm","fp_rate_diginorm"
"11","MMETSP0014","SRR1294404","7/22/15","12/30/15",16775964,3355192800,16775964,200,2156,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294404","SRX549018",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616856","SAMN02740136","simple",2857,"Nitzschia",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","FA43E73749D6D92C280F8F19554C4160","54B196BF408CACE5D775045845D78199","GingerArmbrust","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","sp.","RCC80",16775964,16536904,98.57,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0014.trinity_out_2.2.0.Trinity.fasta",63046,201,18219,86687899,1374.99443,0,30842,17,38948,74.16254,631,1489,2224,3155,4800,0.46635,0.00294,0.00766,1.87973,0,0,0.229,16536904,15445243,0.93399,14162822,0.85644,1282421,27154,12232498,0.14111,42954,0.68131,8951,0.14198,43720,0.69346,4684,0.07429,0.24811,0.48831,0.32932,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0014.trinity_out_2.2.0.Trinity.fasta",63046,201,18219,86687899,1374.99443,0,30842,17,38948,74.16254,631,1489,2224,3155,4800,0.46635,0.00294,0.00766,1.87973,0,0,0.229,45136,45136,0.71592,0.96896,23642,0.50754,11532,0.24756,9835,0.21113,7827,0.16803,6872,0.14752,5784,0.12417,0.21762,NA,NA,NA,"MMETSP0014",251,20,32,303,0.828382838284,202,17,15,234,0.863247863247863,42853543,13248325,33312866,"39.8%",164619725,0.001
"12","MMETSP0015","SRR1294405","7/22/15","12/30/15",21042328,4208465600,21042328,200,2713,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294405","SRX549019",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616857","SAMN02740340","simple",265563,"Odontella aurita",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","6A2C1F94F22F3150A448A49F62A409C9","CFD9889F6801804C6CC5D9CE65EBF03A","GingerArmbrust","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Triceratiales","Triceratiaceae","Odontella","aurita","isolate1302-5",21042328,20741552,98.57,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0015.trinity_out_2.2.0.Trinity.fasta",63642,201,14591,67644392,1062.88916,0,24655,22,34138,74.9293,452,1090,1653,2360,3992,0.55538,0.00874,0.00573,2.02256,0,0,0.18656,20741552,19484144,0.93938,17808557,0.85859,1675587,22781,7310215,0.10807,37204,0.58458,9886,0.15534,44977,0.70672,3988,0.06266,0.23404,0.50204,0.32267,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0015.trinity_out_2.2.0.Trinity.fasta",63642,201,14591,67644392,1062.88916,0,24655,22,34138,74.9293,452,1090,1653,2360,3992,0.55538,0.00874,0.00573,2.02256,0,0,0.18656,38430,38430,0.60385,0.8938,24874,0.57852,12504,0.29082,11622,0.2703,10602,0.24658,10115,0.23525,9489,0.22069,0.29661,NA,NA,NA,"MMETSP0015",241,34,28,303,0.795379537954,186,37,11,234,0.794871794871795,48027372,12493704,41783874,"29.9%",184675881,0.001
"13","MMETSP0017","SRR1294406","7/22/15","12/30/15",17063228,3412645600,17063228,200,2172,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294406","SRX549020",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616858","SAMN02740322","simple",2856,"Cylindrotheca closterium",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","CC4682AE1EE5A98CFCA1F66E6D19E5CF","F68307B1E8BC6DB80883546CE8EEC440","GingerArmbrust","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Cylindrotheca","closterium","KMMCC:B-181",17063228,16818502,98.57,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0017.trinity_out_2.2.0.Trinity.fasta",46484,201,19106,57248974,1231.5845,0,20430,41,27948,74.23284,555,1255,1912,2825,4716,0.46317,0.00382,0.00434,1.77833,0,0,0.21115,16818502,15809457,0.94,14646206,0.87084,1163251,17452,6578245,0.11491,28263,0.60802,7111,0.15298,30524,0.65666,3601,0.07747,0.23686,0.48887,0.32058,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0017.trinity_out_2.2.0.Trinity.fasta",46484,201,19106,57248974,1231.5845,0,20430,41,27948,74.23284,555,1255,1912,2825,4716,0.46317,0.00382,0.00434,1.77833,0,0,0.21115,31966,31966,0.68768,0.95552,18668,0.55802,9324,0.27871,8499,0.25405,7606,0.22736,7204,0.21534,6681,0.19971,0.28194,NA,NA,NA,"MMETSP0017",263,11,29,303,0.86798679868,217,9,8,234,0.927350427350427,34291803,10354156,33881711,"30.6%",136915013,0
"14","MMETSP0018","SRR1296976","7/22/15","7/26/15",14982052,1498205200,14982052,100,814,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296976","SRX551383",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619093","SAMN02740066","simple",104535,"Uronema",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","831597372AFE7F55208B0FA57A8229B5","FB8C0DC952B1B9E725ADE748D1A8B3C4","DavidCaron","Alveolata(SAR,Chromalveolata)","Ciliophora","Oligohymenophorea","Philasterida","Uronematidae","Uronema","sp.","Bbcil",14982052,14970624,99.92,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0018.trinity_out_2.2.0.Trinity.fasta",19640,201,3893,11198017,570.1638,0,2569,0,58,24.48273,281,478,722,1025,1557,0.24459,0.0755,0.03999,1.42241,0,0,0.09615,14970624,14101601,0.94195,13069129,0.87298,1032472,6904,218556,0.01952,2697,0.13732,404,0.02057,11680,0.5947,1781,0.09068,0.40603,0.45556,0.11938,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0018.trinity_out_2.2.0.Trinity.fasta",19640,201,3893,11198017,570.1638,0,2569,0,58,24.48273,281,478,722,1025,1557,0.24459,0.0755,0.03999,1.42241,0,0,0.09615,14104,14104,0.71813,1.04964,12713,0.94612,6556,0.48791,6366,0.47377,6083,0.45271,5982,0.44519,5799,0.43157,0.47856,NA,NA,NA,"MMETSP0018",118,63,122,303,0.389438943894,107,32,95,234,0.457264957264957,9666691,7632570,29950473,"25.5%",41625112,0
"15","MMETSP0019","SRR1296864","7/22/15","7/26/15",34591440,3459144000,34591440,100,2216,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296864","SRX551271",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618980","SAMN02740032","simple",98059,"Dinobryon",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","7696764E0D051D16D2B0F234252FF8FA","C154DF10638BAB0FC061F1B3B495A4FE","DavidCaron","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Synurophyceae","Ochromonadales","Dinobryaceae","Dinobryon","sp.","UTEXLB2267",34591440,34446130,99.58,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0019.trinity_out_2.2.0.Trinity.fasta",34469,201,9084,31291659,907.82033,0,11055,0,16708,73.11617,395,875,1353,1986,3195,0.43856,0.00995,0.00425,1.91299,0,0,0.16992,34446130,32280498,0.93713,29111117,0.84512,3169381,23260,1458036,0.0466,14391,0.41751,1562,0.04532,15432,0.44771,3179,0.09223,0.32358,0.48364,0.42056,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0019.trinity_out_2.2.0.Trinity.fasta",34469,201,9084,31291659,907.82033,0,11055,0,16708,73.11617,395,875,1353,1986,3195,0.43856,0.00995,0.00425,1.91299,0,0,0.16992,26558,26558,0.77049,0.90395,17825,0.60671,8871,0.30194,7510,0.25562,6051,0.20596,5403,0.1839,4405,0.14993,0.26786,NA,NA,NA,"MMETSP0019",219,39,45,303,0.722772277228,166,35,33,234,0.709401709401709,27041974,20118389,69037536,"29.1%",79799748,0
"16","MMETSP0020","SRR1296865","7/22/15","7/26/15",21340198,2134019800,21340198,100,1306,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296865","SRX551272",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618981","SAMN02740033","simple",98059,"Dinobryon",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","3C9E7FD35D524DCACD81CDAF9E14B454","0473CFA235DCDE03BF344CD076B208FD","DavidCaron","Stramenopila(SAR,Chromalveolata)","Ochrophyta","Synurophyceae","Ochromonadales","Dinobryaceae","Dinobryon","sp.","UTEXLB2267",21340198,21282952,99.73,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0020.trinity_out_2.2.0.Trinity.fasta",34369,201,18264,27843709,810.14021,0,8033,41,15004,82.79729,328,706,1244,2086,4391,0.44621,0.01243,0.00434,1.89273,0,0,0.1491,21282952,19644236,0.923,17304186,0.81305,2340050,23055,1053474,0.03784,12187,0.35459,1131,0.03291,21132,0.61486,1849,0.0538,0.31406,0.4728,0.48467,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0020.trinity_out_2.2.0.Trinity.fasta",2399,201,14168,1803477,751.76198,0,508,1,1066,86.97915,309,629,1126,1840,4289,0.4492,0.01234,0.01051,1.91722,0,0,0.14146,1451,1451,0.60484,0.06088,1011,0.04242,520,0.02182,440,0.01846,368,0.01544,326,0.01368,263,0.01103,0.01803,NA,NA,NA,"MMETSP0020",167,65,71,303,0.551155115512,132,38,64,234,0.564102564102564,1664623,15526318,42623096,"36.4%",59680535,0
"17","MMETSP0027","SRR1296748","7/22/15","7/27/15",26748951,2674895100,26748951,100,1669,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296748","SRX551155",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618864","SAMN02740382","simple",156230,"Karenia brevis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","66271593AA062078F2751287C769C340","F5924A7920ADAADEB80B6B7584BD9771","BorisWawrik","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Karenia","brevis","CCMP2229",26748951,26748227,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0027.trinity_out_2.2.0.Trinity.fasta",162399,201,13989,105496741,649.61447,0,29615,12,69119,93.44345,277,536,945,1498,2549,0.53516,0.00766,0.00312,1.95807,0,0,0.12778,26748227,22827617,0.85343,19142622,0.71566,3684995,83722,1417025,0.01343,36324,0.22367,1883,0.01159,128188,0.78934,3044,0.01874,0.35153,0.49544,0.58492,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0027.trinity_out_2.2.0.Trinity.fasta",162399,201,13989,105496741,649.61447,0,29615,12,69119,93.44345,277,536,945,1498,2549,0.53516,0.00766,0.00312,1.95807,0,0,0.12778,89005,89005,0.54806,1.01909,70470,0.80687,36637,0.41949,33570,0.38437,29839,0.34165,28751,0.32919,27579,0.31577,0.44008,NA,NA,NA,"MMETSP0027",201,44,58,303,0.663366336634,176,23,35,234,0.752136752136752,101160655,44432383,53497112,"83.1%",208504986,0.001
"18","MMETSP0029","SRR1296749","7/22/15","7/27/15",26789927,2678992700,26789927,100,1670,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296749","SRX551156",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618865","SAMN02740383","simple",156230,"Karenia brevis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","67EAB52162A52326787298C1EB51A139","6F174BB7191E9914041843B87638C4BC","BorisWawrik","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Karenia","brevis","CCMP2229",26789927,26788563,99.99,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0029.trinity_out_2.2.0.Trinity.fasta",160017,201,13887,105281382,657.93873,0,29781,7,68875,93.46031,279,547,964,1528,2586,0.53562,0.00816,0.0031,1.95994,0,0,0.12913,26788563,22961407,0.85713,19404449,0.72436,3556958,79800,1448131,0.01375,35695,0.22307,1895,0.01184,125947,0.78709,2995,0.01872,0.36834,0.50339,0.57771,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0029.trinity_out_2.2.0.Trinity.fasta",160017,201,13887,105281382,657.93873,0,29781,7,68875,93.46031,279,547,964,1528,2586,0.53562,0.00816,0.0031,1.95994,0,0,0.12913,89419,89419,0.55881,1.01604,71150,0.80846,36888,0.41915,33806,0.38413,30099,0.34201,28941,0.32885,27768,0.31552,0.43832,NA,NA,NA,"MMETSP0029",207,44,52,303,0.683168316832,179,18,37,234,0.764957264957265,95463019,44445579,53578378,"83.0%",207192270,0.001
"19","MMETSP0030","SRR1296750","7/22/15","7/27/15",26865219,2686521900,26865219,100,1672,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296750","SRX551157",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618867","SAMN02740384","simple",156230,"Karenia brevis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","767E33DACDACD08DD1451C933D915888","201749A0AF98C92197ABF408F33A4A04","BorisWawrik","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Karenia","brevis","CCMP2229",26865219,26864293,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0030.trinity_out_2.2.0.Trinity.fasta",163695,201,10981,106241670,649.02208,0,29988,2,69664,93.3733,276,537,948,1498,2516,0.53536,0.00856,0.003,1.96012,0,0,0.12781,26864293,22990660,0.85581,19465991,0.7246,3524669,80736,1414078,0.01331,36103,0.22055,1920,0.01173,129059,0.78841,3262,0.01993,0.37065,0.49907,0.58144,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0030.trinity_out_2.2.0.Trinity.fasta",98850,201,9930,63614555,643.54633,0,17701,0,41700,93.325,275,530,933,1481,2507,0.53511,0.00891,0.00331,1.95964,0,0,0.12688,55620,55620,0.56267,0.6139,44247,0.48837,22642,0.24991,20737,0.22888,18428,0.2034,17748,0.19589,17010,0.18775,0.26019,NA,NA,NA,"MMETSP0030",200,47,56,303,0.660066006601,172,31,31,234,0.735042735042735,68025968,44750833,53729418,"83.3%",209474112,0.001
"20","MMETSP0031","SRR1296952","7/22/15","7/26/15",24322690,2432269000,24322690,100,1511,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296952","SRX551359",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS619068","SAMN02740385","simple",156230,"Karenia brevis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","3C28461670DD5E7A08C08E51CAF79186","6327697A2FA05FA25DA36B6DF1CAF7D1","BorisWawrik","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Karenia","brevis","CCMP2229",24322690,24321657,100,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0031.trinity_out_2.2.0.Trinity.fasta",151377,201,9452,96191565,635.44373,0,26556,0,63270,93.35009,273,520,915,1464,2448,0.53587,0.00677,0.00207,1.95396,0,0,0.1256,24321657,20288334,0.83417,16625732,0.68358,3662602,83005,1374232,0.01429,34774,0.22972,1974,0.01304,119752,0.79108,2674,0.01766,0.30525,0.46667,0.57796,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0031.trinity_out_2.2.0.Trinity.fasta",151377,201,9452,96191565,635.44373,0,26556,0,63270,93.35009,273,520,915,1464,2448,0.53587,0.00677,0.00207,1.95396,0,0,0.1256,80520,80520,0.53192,1.01628,63504,0.80151,32568,0.41106,29921,0.37765,26584,0.33553,25574,0.32278,24449,0.30858,0.433,NA,NA,NA,"MMETSP0031",193,48,62,303,0.63696369637,168,25,41,234,0.717948717948718,80659288,41203691,48644227,"84.7%",203885199,0.001
"21","MMETSP0033","SRR1296860","7/22/15","7/26/15",27673763,2767376300,27673763,100,1770,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296860","SRX551267",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS618976","SAMN02740116","simple",195969,"Dolichomastix tenuilepis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166822",NA,"public","ABDF17E75FC1845CB0C7AC161A080CD6","D91E9765B6E5AF55C0F773D4D943CE6B","AlexandraWorden","Viridiplantae(Archaeplastida)","Chlorophyta","Prasinophyceae","Mamiellales","Mamiellaceae","Dolichomastix","tenuilepis","CCMP3274",27673763,27667660,99.98,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0033.trinity_out_2.2.0.Trinity.fasta",31615,201,24273,27258139,862.19007,0,8843,9,17247,87.01243,356,800,1328,2058,3557,0.63398,0.00943,0.00631,2.3865,0,0,0.14643,27667660,25913206,0.93659,23868713,0.86269,2044493,18947,956684,0.0351,9020,0.28531,1141,0.03609,19270,0.60952,1926,0.06092,0.39386,0.53045,0.48534,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0033.trinity_out_2.2.0.Trinity.fasta",31615,201,24273,27258139,862.19007,0,8843,9,17247,87.01243,356,800,1328,2058,3557,0.63398,0.00943,0.00631,2.3865,0,0,0.14643,22124,22124,0.69979,1.21687,15905,0.87481,8491,0.46703,7752,0.42638,6885,0.37869,6550,0.36027,6070,0.33387,0.46026,NA,NA,NA,"MMETSP0033",250,31,22,303,0.825082508251,181,31,22,234,0.773504273504274,24138987,16969515,55340789,"30.7%",81812580,0
"22","MMETSP0034","SRR1294419","7/22/15","12/30/15",23305112,4661022400,23305112,200,2720,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294419","SRX549033",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616866","SAMN02740386","simple",156128,"Nephroselmis pyriformis",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","90AE3B5239168D192F81A0B90764E66D","D008CF7F9D02CE202ACF62ECDA5B4DC9","AlexandraWorden","Viridiplantae(Archaeplastida)","Chlorophyta","Prasinophyceae","Pseudoscourfieldiales","Pycnococcaceae","Nephroselmis","pyriformis","CCMP717",23305112,23239681,99.72,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0034.trinity_out_2.2.0.Trinity.fasta",73008,201,28609,64242814,879.94212,0,21754,43,38820,79.09444,372,830,1310,1949,3420,0.64145,0.01006,0.00786,1.95146,0,0,0.14984,23239681,21468964,0.92381,19605981,0.84364,1862983,19746,11195203,0.17426,42130,0.57706,11782,0.16138,48813,0.6686,6735,0.09225,0.26179,0.49493,0.32415,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0034.trinity_out_2.2.0.Trinity.fasta",73008,201,28609,64242814,879.94212,0,21754,43,38820,79.09444,372,830,1310,1949,3420,0.64145,0.01006,0.00786,1.95146,0,0,0.14984,54675,54675,0.74889,1.58589,27637,0.80163,14001,0.40611,13121,0.38058,12028,0.34888,11439,0.3318,10556,0.30618,0.43089,NA,NA,NA,"MMETSP0034",265,33,5,303,0.874587458746,178,43,13,234,0.760683760683761,36962364,8941064,46544513,"19.2%",102696818,0
"23","MMETSP0038","SRR1294407","7/22/15","12/30/15",22301235,4460247000,22301235,200,2873,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294407","SRX549021",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616859","SAMN02740387","simple",2898,"Cryptomonas paramecium",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","E36BFC93AE4C2FCF7D1BC49E5920653E","95D4558AD3D9C0E05101757E66B384E6","JohnArchibald","Cryptophyta(Hacrobia,Chromalveolata)","Cryptophyta","Cryptophyceae","Cryptomonodales","Cryptomonadaceae","Cryptomonas","paramecium","CCAP977/2a",22301235,21945081,98.4,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0038.trinity_out_2.2.0.Trinity.fasta",90051,201,24687,73488097,816.07197,0,20722,81,42383,77.03761,352,701,1149,1942,4135,0.57098,0.01041,0.00284,2.1159,0,0,0.14688,21945081,19479395,0.88764,16945895,0.7722,2533500,28842,14737463,0.20054,54779,0.60831,16589,0.18422,69468,0.77143,8849,0.09827,0.14585,0.38731,0.27967,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0038.trinity_out_2.2.0.Trinity.fasta",90051,201,24687,73488097,816.07197,0,20722,81,42383,77.03761,352,701,1149,1942,4135,0.57098,0.01041,0.00284,2.1159,0,0,0.14688,51791,51791,0.57513,1.19756,28566,0.66053,13947,0.3225,12924,0.29884,11851,0.27403,11330,0.26198,10531,0.24351,0.3137,NA,NA,NA,"MMETSP0038",223,56,24,303,0.73597359736,162,37,35,234,0.692307692307692,39126290,10946590,44246310,"24.7%",195716393,0.001
"24","MMETSP0039","SRR1294408","7/22/15","12/30/15",13809739,2761947800,13809739,200,1790,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294408","SRX549022",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616860","SAMN02740388","simple",73025,"Eutreptiella gymnastica",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","71F22E1A4D3C23C6CC48F51B54000EC3","03AAC1A148B1A1969303BD312BF37AE0","JohnArchibald","Euglenozoa(Excavata)","Euglenozoa","Euglenida","Eutreptiales","Eutreptiaceae","Eutreptiella","gymnastica","NIES-381",13809739,13610458,98.56,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP0039.trinity_out_2.2.0.Trinity.fasta",154322,201,36657,102829393,666.3301,0,25988,47,40816,69.9921,289,526,934,1645,3153,0.55603,0.01371,0.00159,1.60322,0,0,0.12606,13610458,12029870,0.88387,10245185,0.75274,1784685,61295,9195177,0.08942,82971,0.53765,17320,0.11223,136548,0.88483,6574,0.0426,0.16884,0.45184,0.50373,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP0039.trinity_out_2.2.0.Trinity.fasta",154322,201,36657,102829393,666.3301,0,25988,47,40816,69.9921,289,526,934,1645,3153,0.55603,0.01371,0.00159,1.60322,0,0,0.12606,51111,51111,0.3312,1.36336,28130,0.75035,13819,0.36861,11804,0.31487,10103,0.26949,9367,0.24986,8477,0.22612,0.34773,NA,NA,NA,"MMETSP0039",230,43,30,303,0.759075907591,173,24,37,234,0.739316239316239,90240760,13100160,27420192,"47.8%",236173566,0.002
